aviario,fb.pre_inicial,fb.inicial_1,fb.inicial_2,fb.crescimento,fb.abate,cap_silo,tipo_aviario,global,mort_inicial,cama,gmd,iep,mortalidade,salmonella,densidade,caaj,a01,a02,a03,a08,a09,a10,a11,c07,c08,d01,d02,d03,d04_bin,d05_bin,f15,h01,h02,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,x01,i01,f01,f02,f03,f04,f05,f06,c05,c06,c12,y03,y04,class_av,peso.7d,mult.7d,peso.14d,mult.14d,peso.21d,mult.21d,peso.28d,mult.28d,peso.35d,mult.35d,peso.42d,mult.42d,coef_correcao,fb.pre_inicial_ajustado,fb.inicial_1_ajustado,fb.inicial_2_ajustado,fb.crescimento_ajustado,fb.abate_ajustado
1283,250,-0.20356401424365567,0.44026954546772185,0.8663486463352689,0.28613336359352687,0.5445216054528571,3,0,"1,08",9,72.4,386.0,7.08,"0,307692308",14,1.705,1,0,0,0,1,1,0,0,1,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0.0,1.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,5,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.9766839378238342,244.17098445595855,-0.1988177030307207,0.4300041933713242,0.8461488074310787,0.27946186029730474
1253,240,-0.5660797993496465,0.7229870233475805,0.29530708830499214,-0.28697729626704643,0.5445216054528571,2,0,"0,94",6,72.4,397.0,6.75,"0,538461538",14,1.722,1,0,0,0,1,1,0,0,1,1,0,0,0,1,5,0,0,1,0,0,0,0,0,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,6,-1.448180446746647,-0.2584937200370052,-1.448180446746647,-0.2584937200370052,-1.448180446746647,-0.2584937200370052,-1.448180446746647,-0.2584937200370052,-1.448180446746647,-0.2584937200370052,-1.448180446746647,-0.2584937200370052,0.9496221662468514,227.90931989924434,-0.5375619253269942,0.6865645032796923,0.28043015690423684,-0.2725200017447771
940,260,0.521467555968326,2.1365744127468735,0.8092444905322411,1.1237566356974418,0.5445216054528571,2,1,"0,95",6,72.7,385.0,6.71,"0,461538462",12,1.727,1,0,1,0,1,1,0,0,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.8213251962263138,2.1717084412125853,0.8213251962263138,2.1717084412125853,0.8213251962263138,2.1717084412125853,0.8213251962263138,2.1717084412125853,0.8213251962263138,2.1717084412125853,0.8213251962263138,2.1717084412125853,0.9792207792207792,254.5974025974026,0.5106318664936594,2.0921780613131724,0.7924290205991037,1.1004058484621702
111,260,-0.8077569894203069,0.534508704761008,0.23820293250196445,0.6388168465846489,-1.2295147049953257,2,0,"0,51",8,71.7,365.0,8.38,"0,461538462",12,1.759,1,0,1,0,1,0,1,0,0,1,0,1,1,0,5,0,0,0,0,0,1,0,0,0,1,0.0,1.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,3,1.5778270772172978,0.3754720611585408,1.5778270772172978,0.3754720611585408,1.5778270772172978,0.3754720611585408,1.5778270772172978,0.3754720611585408,1.5778270772172978,0.3754720611585408,1.5778270772172978,0.3754720611585408,1.0328767123287672,268.5479452054795,-0.8343133835930294,0.5520815936846576,0.24603426178970028,0.6598190442805826
549,250,-0.4452412043143162,1.9480960941603012,0.5237237115171028,0.9033294588279904,-0.34249654977123434,1,0,"0,75",8,70.3,355.0,7.4,"0,615384615",13,1.774,0,1,0,1,0,1,0,1,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.7672893475841005,0.13773489321021162,0.7672893475841005,0.13773489321021162,0.7672893475841005,0.13773489321021162,0.7672893475841005,0.13773489321021162,0.7672893475841005,0.13773489321021162,0.7672893475841005,0.13773489321021162,1.0619718309859154,265.49295774647885,-0.4728336169760484,2.068823176051925,0.5561798288505571,0.9593104393750771
588,260,-0.32440260927898595,3.3616834835595943,0.46661955571407515,-2.447163629587669,-1.007760166189303,1,0,"0,96",6,70.9,348.0,7.17,"0,545454545",10,1.82,0,1,1,1,0,1,0,0,0,1,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0.0,1.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,-0.9078219603245135,-0.31132420180329956,-0.9078219603245135,-0.31132420180329956,-0.9078219603245135,-0.31132420180329956,-0.9078219603245135,-0.31132420180329956,-0.9078219603245135,-0.31132420180329956,-0.9078219603245135,-0.31132420180329956,1.0833333333333333,281.66666666666663,-0.35143616005223477,3.641823773856227,0.505504518690248,-2.651093932053308
112,240,-1.5327885596322885,0.2517912268811494,-0.9609843393616166,-0.11063555477148541,-0.1207420109652115,2,0,"0,65",8,70.7,393.0,4.9,"0,538461538",14,1.745,1,0,1,1,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,1,0,0,0,4,-2.096610630453207,-2.6358653995202994,-2.096610630453207,-2.6358653995202994,-2.096610630453207,-2.6358653995202994,-2.096610630453207,-2.6358653995202994,-2.096610630453207,-2.6358653995202994,-2.096610630453207,-2.6358653995202994,0.9592875318066157,230.22900763358777,-1.4703849541510758,0.2415401845653774,-0.9218602950110164,-0.10613130826679389
143,250,0.6423061510036562,-0.879078684638285,1.6658068275776563,-0.022464684023704905,-0.7860056273832801,2,0,"1,29",7,69.9,364.0,7.51,"0,615384615",13,1.759,1,0,1,0,1,0,1,1,0,1,0,1,0,0,5,0,0,0,0,1,0,0,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,4,-0.36746347390237993,0.11131965232706445,-0.36746347390237993,0.11131965232706445,-0.36746347390237993,0.11131965232706445,-0.36746347390237993,0.11131965232706445,-0.36746347390237993,0.11131965232706445,-0.36746347390237993,0.11131965232706445,1.0357142857142858,258.92857142857144,0.665245656396644,-0.9104743519467953,1.7252999285625727,-0.023266994167408652
1002,240,-0.4452412043143162,1.0999436605207253,0.5808278673201305,-0.6396607792581684,0.5445216054528571,2,1,"0,93",9,72.2,372.0,6.73,"0,384615385",13,1.755,1,0,1,0,1,1,0,0,1,0,1,0,1,0,5,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,0.38903840708860704,0.6396244699900171,0.38903840708860704,0.6396244699900171,0.38903840708860704,0.6396244699900171,0.38903840708860704,0.6396244699900171,0.38903840708860704,0.6396244699900171,0.38903840708860704,0.6396244699900171,1.0134408602150538,243.2258064516129,-0.45122562910348707,1.114727849506219,0.5886346934937882,-0.6482583703772299
942,240,-0.4452412043143162,0.534508704761008,-0.2757344697252846,1.3882692479407832,0.5445216054528571,2,1,"0,8",6,72.3,395.0,5.71,"0,384615385",12,1.711,1,0,1,0,1,1,0,0,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.38903840708860704,1.696234105315927,0.38903840708860704,1.696234105315927,0.38903840708860704,1.696234105315927,0.38903840708860704,1.696234105315927,0.38903840708860704,1.696234105315927,0.38903840708860704,1.696234105315927,0.9544303797468354,229.0632911392405,-0.42495173171265116,0.510151346063038,-0.26316935464919566,1.3250063455029752
113,260,-0.5660797993496465,-0.5021220474651402,-0.6754635603464783,-0.46331903776260747,-0.5642510885772573,2,0,"1,035","9,5",74.0,406.5,6.03,"0,583333333",13,1.7305,1,0,0,1,0,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,1,0,0,0,1.0,0.0,0,1,1,0,0,0,0,0,0.0,0,1,0,0,2,4.657870449823456,3.8358686168508944,4.657870449823456,3.8358686168508944,4.657870449823456,3.8358686168508944,4.657870449823456,3.8358686168508944,4.657870449823456,3.8358686168508944,4.657870449823456,3.8358686168508944,0.9274292742927429,241.13161131611315,-0.5249989775026241,-0.4656826860869812,-0.6264446795833267,-0.42969563895818697
642,260,-0.5660797993496465,-0.5963612067584264,-0.7325677161495059,0.7710731527063197,-0.7860056273832801,1,0,"1,88",12,72.1,384.0,6.56,"0,923076923",13,1.756,1,0,1,0,1,1,0,0,0,0,1,0,1,0,4,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,1,0,0,3,0.9293968935107406,-0.04717179297182323,0.9293968935107406,-0.04717179297182323,0.9293968935107406,-0.04717179297182323,0.9293968935107406,-0.04717179297182323,0.9293968935107406,-0.04717179297182323,0.9293968935107406,-0.04717179297182323,0.9817708333333334,255.26041666666669,-0.5557606363406685,-0.5854900389268927,-0.7192136171571972,0.7570171316934441
411,270,-0.0827254192083254,1.7596177755737288,0.7521403347292135,0.5947314112107587,-1.007760166189303,1,0,"1,07",8,69.6,357.0,7.0,"0,846153846",12,1.736,0,1,1,1,0,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,0.17289501251975362,-0.41698516533588825,1.0560224089635855,285.1260504201681,-0.08735989647489825,1.8581958022165148,0.7942770481594216,0.6280496975530981
114,280,1.3673377212156377,-0.5021220474651402,0.29530708830499214,0.6829022819585392,-0.34249654977123434,2,0,"0,77",26,71.8,361.0,6.79,1,13,1.827,1,0,0,1,0,1,0,1,0,0,1,0,0,1,5,0,1,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,1,0,0,0.0,1,0,0,0,2,0.4430742557308204,0.3754720611585408,0.4430742557308204,0.3754720611585408,0.4430742557308204,0.3754720611585408,0.4430742557308204,0.3754720611585408,0.4430742557308204,0.3754720611585408,0.4430742557308204,0.3754720611585408,1.0443213296398892,292.409972299169,1.427939947086691,-0.5243767642502988,0.3083954911107536,0.7131694191090562
1033,250,0.27979036589766537,1.5711394569871562,0.5808278673201305,0.3302187989674171,1.4315397606769484,2,0,"1,28",13,74.0,406.0,8.31,"0,384615385",13,1.681,1,0,1,0,1,0,1,0,0,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,0,1,0,0,0,1,0.0,0,1,0,0,3,1.6858987745017247,0.7452854335226105,1.6858987745017247,0.7452854335226105,1.6858987745017247,0.7452854335226105,1.6858987745017247,0.7452854335226105,1.6858987745017247,0.7452854335226105,1.6858987745017247,0.7452854335226105,0.9285714285714286,232.14285714285714,0.25980533976211784,1.4589152100595022,0.5393401625115497,0.30663174189831593
1003,280,0.521467555968326,0.9114653419341529,0.9234528021382965,0.5947314112107587,0.10101252784081136,2,0,"0,76",10,70.9,352.0,8.92,"0,461538462",13,1.825,1,0,0,0,1,0,1,0,0,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.2809667098041803,0.8773616379383463,0.2809667098041803,0.8773616379383463,0.2809667098041803,0.8773616379383463,0.2809667098041803,0.8773616379383463,0.2809667098041803,0.8773616379383463,0.2809667098041803,0.8773616379383463,1.0710227272727273,299.8863636363636,0.55850360397744,0.9762000963328853,0.9890389386538005,0.6369708580297047
814,250,-0.9285955844556373,0.2517912268811494,-0.04731784651317389,0.15387705747185612,-0.34249654977123434,2,0,"0,77",7,67.9,348.0,7.68,"0,923076923",13,1.775,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,3,0.38903840708860704,-0.6811375741673693,0.38903840708860704,-0.6811375741673693,0.38903840708860704,-0.6811375741673693,0.38903840708860704,-0.6811375741673693,0.38903840708860704,-0.6811375741673693,0.38903840708860704,-0.6811375741673693,1.0833333333333333,270.8333333333333,-1.0059785498269402,0.27277382912124515,-0.051261000389271706,0.1667001455945108
115,250,-0.8077569894203069,1.005704501227439,-0.04731784651317389,0.6829022819585392,-0.4533738191742458,2,0,"1,06",7,72.7,358.0,8.97,"0,615384615",13,1.767,1,0,1,0,1,0,1,0,1,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,-1.0699295062511536,-0.7603832968168107,-1.0699295062511536,-0.7603832968168107,-1.0699295062511536,-0.7603832968168107,-1.0699295062511536,-0.7603832968168107,-1.0699295062511536,-0.7603832968168107,-1.0699295062511536,-0.7603832968168107,1.053072625698324,263.26815642458104,-0.8506267737750159,1.0590798797842025,-0.049829128870018315,0.7191456991574561
438,270,1.7298535063216285,-0.1251654102919954,1.5515985159716008,0.0657061867240756,-0.7860056273832801,2,0,"0,955","6,5",71.8,375.0,6.69,"0,416666667",12,1.7185,1,0,0,0,1,0,1,0,1,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,-0.043248382049099796,0.9037768788214982,-0.043248382049099796,0.9037768788214982,-0.043248382049099796,0.9037768788214982,-0.043248382049099796,0.9037768788214982,-0.043248382049099796,0.9037768788214982,-0.043248382049099796,0.9037768788214982,1.0053333333333334,271.44,1.7390793916886773,-0.12583295914688605,1.5598737080567828,0.06605661971993734
941,240,0.038113175827004867,-0.40788288817185403,0.6379320231231581,1.2560129418191124,0.5445216054528571,2,1,"0,74",6,72.2,387.0,5.17,"0,538461538",12,1.731,1,0,1,0,1,1,0,0,1,0,1,0,0,1,5,0,0,0,0,0,1,0,0,1,1,1.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.17289501251975362,2.03963223679685,0.17289501251975362,2.03963223679685,0.17289501251975362,2.03963223679685,0.17289501251975362,2.03963223679685,0.17289501251975362,2.03963223679685,0.17289501251975362,2.03963223679685,0.9741602067183462,233.7984496124031,0.03712833924232774,-0.39734327865836944,0.6214479915179085,1.2235578270434246
160,240,0.8839833410743168,0.6287478640542943,-0.10442200231620156,-0.3310627316409367,-0.1207420109652115,2,0,"0,68",15,71.4,385.0,6.6,"0,153846154",14,1.718,1,0,1,0,1,1,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-1.2320370521777937,0.48113302469113417,-1.2320370521777937,0.48113302469113417,-1.2320370521777937,0.48113302469113417,-1.2320370521777937,0.48113302469113417,-1.2320370521777937,0.48113302469113417,-1.2320370521777937,0.48113302469113417,0.9792207792207792,235.01298701298703,0.8656148560649803,0.6156829733726467,-0.10225219447586491,-0.32418350604839774
906,250,-0.9285955844556373,0.15755206758786322,-0.04731784651317389,0.10979162209796586,0.5445216054528571,2,0,"0,68",7,69.0,355.0,7.56,"0,769230769",13,1.784,1,0,0,0,1,0,1,1,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,1.0,0.0,0,1,0,1,0,0,0,1,0.0,0,0,0,0,3,-0.36746347390237993,-0.31132420180329956,-0.36746347390237993,-0.31132420180329956,-0.36746347390237993,-0.31132420180329956,-0.36746347390237993,-0.31132420180329956,-0.36746347390237993,-0.31132420180329956,-0.36746347390237993,-0.31132420180329956,1.0619718309859154,265.49295774647885,-0.9861423530697894,0.1673158576918998,-0.05025022009990579,0.1165956099462905
117,240,-0.32440260927898595,-1.7272311182778608,0.6379320231231581,-2.0503947112226566,-0.34249654977123434,2,0,"1,04","61,5",68.85,365.5,6.08,"0,571428571",15,1.7625,1,0,0,1,0,0,1,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,1,0.38903840708860704,0.21698061585965311,0.38903840708860704,0.21698061585965311,0.38903840708860704,0.21698061585965311,0.38903840708860704,0.21698061585965311,0.38903840708860704,0.21698061585965311,0.38903840708860704,0.21698061585965311,1.0314637482900137,247.5512995896033,-0.33460953132196364,-1.7815762834220343,0.6580037557248444,-2.1149078143117417
1032,250,0.15895177086233514,1.3826611384005838,-0.6183594045434506,0.6388168465846489,1.4315397606769484,2,0,"1,72",13,74.7,402.0,6.46,"0,615384615",13,1.688,1,0,0,0,1,0,1,0,1,0,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,0,1,0,0,3,1.7939704717861513,0.9037768788214982,1.7939704717861513,0.9037768788214982,1.7939704717861513,0.9037768788214982,1.7939704717861513,0.9037768788214982,1.7939704717861513,0.9037768788214982,1.7939704717861513,0.9037768788214982,0.9378109452736318,234.45273631840797,0.14906671048532424,1.2966747491965673,-0.5799042176937336,0.5990894307522702
155,270,1.1256605311449772,0.06331290829457702,1.722910983380684,-0.24289186089315618,-0.7860056273832801,2,0,"0,805","6,5",70.05,363.0,8.25,"0,583333333",13,1.7545,1,0,1,0,1,0,1,0,1,1,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,3,0.2809667098041803,0.058489170560770125,0.2809667098041803,0.058489170560770125,0.2809667098041803,0.058489170560770125,0.2809667098041803,0.058489170560770125,0.2809667098041803,0.058489170560770125,0.2809667098041803,0.058489170560770125,1.0385674931129476,280.41322314049586,1.169074435927428,0.0657547284491888,1.7893593408664403,-0.252259591065344
118,280,0.521467555968326,-1.0675570032248574,0.1810987766989368,1.2119275064452222,0.10101252784081136,1,0,"1,12","38,5",72.4,398.0,4.915,0,13,1.68,0,1,0,1,0,1,0,0,0,0,1,0,0,0,5,1,0,0,0,1,0,0,0,0,1,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,4,0.2809667098041803,0.4283025429248351,0.2809667098041803,0.4283025429248351,0.2809667098041803,0.4283025429248351,0.2809667098041803,0.4283025429248351,0.2809667098041803,0.4283025429248351,0.2809667098041803,0.4283025429248351,0.9472361809045227,265.22613065326635,0.4939529361810525,-1.0112286186325912,0.17154331360678185,1.1479815827383135
990,250,-0.32440260927898595,-1.7272311182778608,0.6379320231231581,0.5947314112107587,1.4315397606769484,2,0,"0,87",14,70.4,381.0,7.18,"0,384615385",14,1.691,1,0,1,0,1,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,2,0.49711010437303377,1.0094378423540868,0.49711010437303377,1.0094378423540868,0.49711010437303377,1.0094378423540868,0.49711010437303377,1.0094378423540868,0.49711010437303377,1.0094378423540868,0.49711010437303377,1.0094378423540868,0.989501312335958,247.3753280839895,-0.32099680760676563,-1.7090974582434475,0.6312345740614976,0.588487511880462
1004,280,0.6423061510036562,0.6287478640542943,1.4944943601685732,0.5947314112107587,0.5445216054528571,2,0,"0,88",10,71.1,355.0,7.82,"0,461538462",13,1.819,1,0,0,0,1,1,0,0,1,0,1,1,0,0,5,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.49711010437303377,1.66981886443278,0.49711010437303377,1.66981886443278,0.49711010437303377,1.66981886443278,0.49711010437303377,1.66981886443278,0.49711010437303377,1.66981886443278,0.49711010437303377,1.66981886443278,1.0619718309859154,297.3521126760563,0.6821110392348686,0.6677125204182224,1.5871109120663438,0.6315880057083267
381,250,-1.0494341794909676,0.15755206758786322,1.380286048562518,1.3000983771930028,0.5445216054528571,2,0,"0,69",7,68.6,363.0,6.21,"0,384615385",13,1.782,1,0,0,0,1,0,1,0,0,1,0,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,3,0.2809667098041803,-0.7339680559336635,0.2809667098041803,-0.7339680559336635,0.2809667098041803,-0.7339680559336635,0.2809667098041803,-0.7339680559336635,0.2809667098041803,-0.7339680559336635,0.2809667098041803,-0.7339680559336635,1.0385674931129476,259.6418732782369,-1.0899082249809773,0.1636284558694888,1.4335202212343505,1.3502399124015483
120,250,-0.4452412043143162,-0.879078684638285,0.23820293250196445,-1.433198615988193,-0.34249654977123434,2,0,"1,05",6,69.3,379.0,5.74,"0,230769231",14,1.695,1,0,1,0,1,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,2,0.49711010437303377,-0.10000227473811756,0.49711010437303377,-0.10000227473811756,0.49711010437303377,-0.10000227473811756,0.49711010437303377,-0.10000227473811756,0.49711010437303377,-0.10000227473811756,0.49711010437303377,-0.10000227473811756,0.9947229551451188,248.6807387862797,-0.4428916465079082,-0.8744397469884787,0.23694592494258734,-1.4256355626056696
760,270,-0.4452412043143162,-1.9157094368644332,-0.10442200231620156,1.873209037053576,-2.1165328602194173,1,1,"0,78",9,70.5,370.0,6.73,"0,615384615",13,1.754,0,1,1,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,1,0,0,0,0,0,1,0.0,1,0,0,0,4,0.6051818016574605,-0.2584937200370052,0.6051818016574605,-0.2584937200370052,0.6051818016574605,-0.2584937200370052,0.6051818016574605,-0.2584937200370052,0.6051818016574605,-0.2584937200370052,0.6051818016574605,-0.2584937200370052,1.018918918918919,275.1081081081081,-0.45366468655810055,-1.9519525883726794,-0.10639755371137295,1.908648126943779
992,240,-0.32440260927898595,-1.350274481104716,0.6379320231231581,1.0355857649496611,1.4315397606769484,2,0,"1,13",14,70.5,393.0,4.81,"0,384615385",14,1.683,1,0,1,0,1,0,1,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,2,1.0374685907951673,1.0622683241203812,1.0374685907951673,1.0622683241203812,1.0374685907951673,1.0622683241203812,1.0374685907951673,1.0622683241203812,1.0374685907951673,1.0622683241203812,1.0374685907951673,1.0622683241203812,0.9592875318066157,230.22900763358777,-0.3111953783668644,-1.2953014742404019,0.6119602359222153,0.9934245124326265
121,270,0.27979036589766537,-0.1251654102919954,0.06689046509288145,0.5506459758368684,-0.7860056273832801,2,0,"0,7",9,70.3,365.0,7.37,"0,384615385",13,1.763,1,0,1,1,0,1,0,1,0,0,1,0,0,0,6,1,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.7132534989418872,-0.6547223332842221,0.7132534989418872,-0.6547223332842221,0.7132534989418872,-0.6547223332842221,0.7132534989418872,-0.6547223332842221,0.7132534989418872,-0.6547223332842221,0.7132534989418872,-0.6547223332842221,1.0328767123287672,278.87671232876716,0.2889889532696434,-0.12928043747967746,0.06908960367127756,0.5687494051794504
889,240,0.521467555968326,1.005704501227439,1.0376611137443519,0.8151585880802099,-0.34249654977123434,2,0,"0,89","6,5",69.0,334.5,11.0,"0,583333333",13,1.7965,1,0,1,0,1,0,1,0,0,1,0,0,0,1,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,4,-0.1513200793335265,0.8773616379383463,-0.1513200793335265,0.8773616379383463,-0.1513200793335265,0.8773616379383463,-0.1513200793335265,0.8773616379383463,-0.1513200793335265,0.8773616379383463,-0.1513200793335265,0.8773616379383463,1.1270553064275037,270.4932735426009,0.587722776083883,1.1334845948064112,1.1695014645190454,0.9187288122757523
415,280,-0.32440260927898595,0.8172261826408667,0.6950361789261859,0.7269877173324294,-4.112323709473623,1,1,"0,7",9,70.4,384.0,3.53,"0,384615385",12,1.752,0,1,0,1,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,1,1,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,1,-0.7997502630400868,-0.9188747421156984,-0.7997502630400868,-0.9188747421156984,-0.7997502630400868,-0.9188747421156984,-0.7997502630400868,-0.9188747421156984,-0.7997502630400868,-0.9188747421156984,-0.7997502630400868,-0.9188747421156984,0.9817708333333334,274.89583333333337,-0.3184890200473378,0.8023288303531425,0.6823662485811773,0.713735337068557
784,270,-0.4452412043143162,-1.821470277571147,0.5237237115171028,2.402234261540259,-2.1165328602194173,1,1,"0,76",9,72.3,377.0,6.22,"0,384615385",13,1.76,0,1,1,1,0,1,0,0,1,0,1,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0.0,1.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,4,0.49711010437303377,-0.2584937200370052,0.49711010437303377,-0.2584937200370052,0.49711010437303377,-0.2584937200370052,0.49711010437303377,-0.2584937200370052,0.49711010437303377,-0.2584937200370052,0.49711010437303377,-0.2584937200370052,1.0,270.0,-0.4452412043143162,-1.821470277571147,0.5237237115171028,2.402234261540259
122,260,-0.4452412043143162,-0.5963612067584264,-0.6754635603464783,0.7710731527063197,-0.1207420109652115,2,0,"0,6",8,72.1,401.0,4.93,"0,461538462",13,1.743,0,1,0,0,1,1,0,0,1,0,1,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,0.2809667098041803,1.1150988058866755,0.2809667098041803,1.1150988058866755,0.2809667098041803,1.1150988058866755,0.2809667098041803,1.1150988058866755,0.2809667098041803,1.1150988058866755,0.2809667098041803,1.1150988058866755,0.940149625935162,244.43890274314214,-0.41859335168702544,-0.5606687654561764,-0.6350368135925742,0.7249241360854926
1190,240,-1.5327885596322885,0.2517912268811494,-0.04731784651317389,-0.5955753438842782,0.5445216054528571,2,0,"0,71",7,68.9,355.0,7.41,"0,769230769",13,1.792,1,0,0,0,1,1,0,1,0,1,0,0,0,1,6,0,0,0,1,0,0,0,0,0,0,1.0,0.0,0,1,0,0,0,0,0,1,0.0,0,0,0,0,5,-0.1513200793335265,0.32264157939224647,-0.1513200793335265,0.32264157939224647,-0.1513200793335265,0.32264157939224647,-0.1513200793335265,0.32264157939224647,-0.1513200793335265,0.32264157939224647,-0.1513200793335265,0.32264157939224647,1.0619718309859154,254.8732394366197,-1.6277782731869654,0.2673951902371643,-0.05025022009990579,-0.6324842384348531
154,240,-1.5327885596322885,1.9480960941603012,0.23820293250196445,0.8151585880802099,0.5445216054528571,2,0,"0,93",41,69.7,347.0,9.95,"0,538461538",14,1.797,1,0,1,0,1,1,0,0,0,1,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,1.2536119853640177,0.7981159152889048,1.2536119853640177,0.7981159152889048,1.2536119853640177,0.7981159152889048,1.2536119853640177,0.7981159152889048,1.2536119853640177,0.7981159152889048,1.2536119853640177,0.7981159152889048,1.0864553314121037,260.7492795389049,-1.6653063025399792,2.116519387603555,0.2587968459747568,0.885633393966107
123,260,1.488176316250968,-0.2194045695852816,0.009786309289853782,0.2420479282196366,-1.2295147049953257,1,1,"0,61",6,73.8,409.0,4.42,"0,307692308",13,1.72,0,1,1,1,0,1,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,1,0,1,0,0.0,1.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.2593917766179532,0.24339585674280498,-0.2593917766179532,0.24339585674280498,-0.2593917766179532,0.24339585674280498,-0.2593917766179532,0.24339585674280498,-0.2593917766179532,0.24339585674280498,-0.2593917766179532,0.24339585674280498,0.921760391198044,239.65770171149143,1.3717419834391562,-0.20223844189156762,0.009020632279400673,0.22311019300440832
