aviario,fb.pre_inicial,fb.inicial_1,fb.inicial_2,fb.crescimento,fb.abate,cap_silo,tipo_aviario,global,mort_inicial,cama,gmd,iep,mortalidade,salmonella,densidade,caaj,a01,a02,a03,a08,a09,a10,a11,c07,c08,d01,d02,d03,d04_bin,d05_bin,f15,h01,h02,i02,i03,i04,i05,i06,i07,i08,i09,i10,i11,x01,i01,f01,f02,f03,f04,f05,f06,c05,c06,c12,y03,y04,class_av,peso.7d,mult.7d,peso.14d,mult.14d,peso.21d,mult.21d,peso.28d,mult.28d,peso.35d,mult.35d,peso.42d,mult.42d,coef_correcao,fb.pre_inicial_ajustado,fb.inicial_1_ajustado,fb.inicial_2_ajustado,fb.crescimento_ajustado,fb.abate_ajustado
495,270,0.6423061510036562,-0.030926250998709194,-2.502796546043364,0.19796249284574638,-3.8905691706675998,1,0,"1,26",8,67.8,347.0,8.8,"0,461538462",13,1.783,0,1,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,1,0.22693086116196698,1.6434036235496328,0.22693086116196698,1.6434036235496328,0.22693086116196698,1.6434036235496328,0.22693086116196698,1.6434036235496328,0.22693086116196698,1.6434036235496328,0.22693086116196698,1.6434036235496328,1.0864553314121037,293.342939481268,0.69783694215671,-0.0335999902781365,-2.7191766508886115,0.2150774057718916
830,230,-1.8953043447382794,0.44026954546772185,0.1810987766989368,0.15387705747185612,0.10101252784081136,2,0,"1,44","6,5",71.65,391.5,5.885,"0,583333333",14,1.713,1,0,1,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,1,0,0,0,0,1,0.0,0.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,4,-0.043248382049099796,-0.04717179297182323,-0.043248382049099796,-0.04717179297182323,-0.043248382049099796,-0.04717179297182323,-0.043248382049099796,-0.04717179297182323,-0.043248382049099796,-0.04717179297182323,-0.043248382049099796,-0.04717179297182323,0.9629629629629629,221.48148148148147,-1.8251078875257505,0.42396326600595435,0.17439141459897617,0.1481779071951207
158,260,0.15895177086233514,-0.6906003660517126,0.9234528021382965,-0.8160025207537295,-1.2295147049953257,2,0,"1,77",7,70.6,379.0,7.24,"0,461538462",14,1.748,1,0,1,0,1,1,0,0,0,0,1,0,0,0,6,0,0,0,0,1,0,0,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-1.0158936576089401,-0.5226461288684816,-1.0158936576089401,-0.5226461288684816,-1.0158936576089401,-0.5226461288684816,-1.0158936576089401,-0.5226461288684816,-1.0158936576089401,-0.5226461288684816,-1.0158936576089401,-0.5226461288684816,0.9947229551451188,258.62796833773086,0.1581129752377318,-0.6869560369432604,0.918579700280047,-0.8116964388500159
1129,240,-0.5660797993496465,0.534508704761008,0.3524112441080198,0.3743042343413074,0.5445216054528571,2,0,"0,95",7,71.9,385.0,5.99,"0,538461538",14,1.736,1,0,0,0,1,1,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0.0,1.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,6,0.7132534989418872,-0.2584937200370052,0.7132534989418872,-0.2584937200370052,0.7132534989418872,-0.2584937200370052,0.7132534989418872,-0.2584937200370052,0.7132534989418872,-0.2584937200370052,0.7132534989418872,-0.2584937200370052,0.9792207792207792,235.01298701298703,-0.5543171022203032,0.5234020303763637,0.3450884130616194,0.3665264840173322
1130,240,-0.4452412043143162,0.7229870233475805,-1.0180884951646443,0.8592440234541002,0.5445216054528571,2,0,"0,89",7,72.9,383.0,8.55,"0,615384615",14,1.705,1,0,0,0,1,1,0,0,1,1,0,0,1,0,4,0,0,1,0,0,0,0,0,0,0,0.0,1.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,6,-0.2593917766179532,-0.1528327565044119,-0.2593917766179532,-0.1528327565044119,-0.2593917766179532,-0.1528327565044119,-0.2593917766179532,-0.1528327565044119,-0.2593917766179532,-0.1528327565044119,-0.2593917766179532,-0.1528327565044119,0.9843342036553525,236.2402088772846,-0.43826614628328253,0.7116608558799944,-1.0021393281385664,0.8457832815723128
159,280,0.40062896093299566,-0.6906003660517126,-0.8467760277555613,0.8592440234541002,-0.34249654977123434,2,0,"1,47","8,5",73.8,402.5,6.33,"0,5",13,1.677,1,0,0,1,0,0,1,0,1,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0.0,1.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.36746347390237993,-0.8396290194662522,-0.36746347390237993,-0.8396290194662522,-0.36746347390237993,-0.8396290194662522,-0.36746347390237993,-0.8396290194662522,-0.36746347390237993,-0.8396290194662522,-0.36746347390237993,-0.8396290194662522,0.9366459627329192,262.2608695652174,0.3752474988117748,-0.6468480447242128,-0.7931293477362649,0.8048074455706727
584,230,-1.4119499645969582,0.9114653419341529,-0.3899427813313399,-0.6396607792581684,0.10101252784081136,2,0,"1,17",7,69.5,376.0,6.17,"0,538461538",13,1.712,1,0,1,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,1,0,0,1,0.0,0.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,2,-0.2593917766179532,0.2698110976259521,-0.2593917766179532,0.2698110976259521,-0.2593917766179532,0.2698110976259521,-0.2593917766179532,0.2698110976259521,-0.2593917766179532,0.2698110976259521,-0.2593917766179532,0.2698110976259521,1.002659574468085,230.61170212765956,-1.4157051506730138,0.9138894518861054,-0.39097986319658284,-0.6413620047349189
1013,270,-0.32440260927898595,-0.2194045695852816,-0.3328386255283122,0.15387705747185612,0.5445216054528571,2,0,"1,71",8,70.3,338.0,10.35,"0,615384615",13,1.833,1,0,0,0,1,1,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-0.2593917766179532,-0.46981564710218726,-0.2593917766179532,-0.46981564710218726,-0.2593917766179532,-0.46981564710218726,-0.2593917766179532,-0.46981564710218726,-0.2593917766179532,-0.46981564710218726,-0.2593917766179532,-0.46981564710218726,1.1153846153846154,301.1538461538462,-0.3618336795804074,-0.2447204814605064,-0.37124308232004055,0.1716321025647626
583,240,-1.8953043447382794,0.3460303861744356,0.7521403347292135,-0.6396607792581684,0.10101252784081136,2,0,"1,14",7,69.8,373.0,5.37,"0,769230769",13,1.739,1,0,1,0,1,1,0,0,0,1,0,0,1,0,4,0,0,0,0,0,1,0,0,0,1,0.0,0.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,3,-0.9078219603245135,0.21698061585965311,-0.9078219603245135,0.21698061585965311,-0.9078219603245135,0.21698061585965311,-0.9078219603245135,0.21698061585965311,-0.9078219603245135,0.21698061585965311,-0.9078219603245135,0.21698061585965311,1.0107238605898123,242.57372654155495,-1.9156293243065183,0.34974116779560915,0.7602061828228244,-0.6465204122797038
161,260,0.521467555968326,-0.5963612067584264,1.0947652695473795,-0.9482588268754002,-0.7860056273832801,2,0,"1,48",16,74.5,394.0,8.87,"0,769230769",13,1.753,1,0,0,1,0,1,0,0,1,0,1,0,1,0,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,0.9568527918781726,248.78172588832487,0.4989676868021799,-0.5706298856546365,1.0475292046176703,-0.9073441059188474
1184,250,-0.5660797993496465,0.8172261826408667,0.3524112441080198,0.02162075135018535,1.4315397606769484,2,0,"0,92",17,72.1,392.0,7.42,"0,461538462",14,1.702,1,0,0,0,1,1,0,0,0,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0.0,1.0,1,1,0,1,0,0,0,1,0.0,1,0,0,0,5,1.902042169070578,1.4849121782507453,1.902042169070578,1.4849121782507453,1.902042169070578,1.4849121782507453,1.902042169070578,1.4849121782507453,1.902042169070578,1.4849121782507453,1.902042169070578,1.4849121782507453,0.9617346938775511,240.43367346938777,-0.5444185825377977,0.7859547725908336,0.33892611997123334,0.020793426681173156
1277,240,-0.4452412043143162,0.7229870233475805,0.46661955571407515,0.10979162209796586,0.5445216054528571,3,0,"1,01",9,70.6,377.0,7.53,"0,461538462",14,1.72,1,0,0,0,1,1,0,0,0,1,0,1,0,0,5,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,0.17289501251975362,-0.5226461288684816,0.17289501251975362,-0.5226461288684816,0.17289501251975362,-0.5226461288684816,0.17289501251975362,-0.5226461288684816,0.17289501251975362,-0.5226461288684816,0.17289501251975362,-0.5226461288684816,1.0,240.0,-0.4452412043143162,0.7229870233475805,0.46661955571407515,0.10979162209796586
1183,250,-0.4452412043143162,0.8172261826408667,-0.04731784651317389,0.8592440234541002,1.4315397606769484,2,0,"0,77",17,72.6,388.0,5.66,"0,692307692",14,1.707,1,0,0,0,1,1,0,0,1,1,0,0,0,0,4,1,0,0,1,0,0,0,0,0,1,0.0,0.0,1,1,0,1,0,0,0,1,0.0,1,0,0,0,5,1.3616836826484444,1.9603865141474035,1.3616836826484444,1.9603865141474035,1.3616836826484444,1.9603865141474035,1.3616836826484444,1.9603865141474035,1.3616836826484444,1.9603865141474035,1.3616836826484444,1.9603865141474035,0.9716494845360825,242.91237113402062,-0.43261838666622987,0.7940573991123885,-0.045976361173882874,0.8348840124798861
162,270,-0.5660797993496465,-0.3136437288785678,-0.5612552487404229,-0.9482588268754002,-0.1207420109652115,2,0,"0,78",6,70.1,391.0,5.07,"0,461538462",13,1.69,1,0,0,0,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.69167856575566,-0.2584937200370052,-0.69167856575566,-0.2584937200370052,-0.69167856575566,-0.2584937200370052,-0.69167856575566,-0.2584937200370052,-0.69167856575566,-0.2584937200370052,-0.69167856575566,-0.2584937200370052,0.9641943734015346,260.33248081841435,-0.5458109574291988,-0.30241351863739147,-0.5411591528775944,-0.9143058254016008
739,250,-1.4119499645969582,0.9114653419341529,-0.5612552487404229,1.6086964248102344,0.5445216054528571,2,1,"1,245","8,5",73.05,400.5,6.62,"0,333333333",13,1.742,1,0,1,0,1,1,0,0,1,1,0,0,0,1,5,1,0,0,0,0,1,0,0,1,1,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.9293968935107406,0.5339635064574285,0.9293968935107406,0.5339635064574285,0.9293968935107406,0.5339635064574285,0.9293968935107406,0.5339635064574285,0.9293968935107406,0.5339635064574285,0.9293968935107406,0.5339635064574285,0.9413233458177278,235.33083645443196,-1.329101464801631,0.8579836052663561,-0.5283226686020959,1.5143035010073866
163,280,1.9715306963922892,0.06331290829457702,-0.2186303139222569,-2.9761888540743517,0.3227670666468342,2,0,"0,93","35,5",71.3,372.0,6.08,0,12,1.7775,1,0,1,0,1,1,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.2809667098041803,0.9566073605877925,0.2809667098041803,0.9566073605877925,0.2809667098041803,0.9566073605877925,0.2809667098041803,0.9566073605877925,0.2809667098041803,0.9566073605877925,0.2809667098041803,0.9566073605877925,1.0134408602150538,283.76344086021504,1.9980297648921854,0.06416388824477294,-0.22156889341045927,-3.0161913924355663
1062,250,-0.20356401424365567,-1.7272311182778608,0.06689046509288145,-0.5955753438842782,0.5445216054528571,2,1,"0,99","8,5",69.8,377.0,5.405,"0,166666667",13,1.7565,1,0,1,0,1,1,0,0,1,1,0,0,0,1,5,1,0,0,0,1,0,0,0,1,1,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,4,-0.7457144143978734,0.9566073605877925,-0.7457144143978734,0.9566073605877925,-0.7457144143978734,0.9566073605877925,-0.7457144143978734,0.9566073605877925,-0.7457144143978734,0.9566073605877925,-0.7457144143978734,0.9566073605877925,1.0,250.0,-0.20356401424365567,-1.7272311182778608,0.06689046509288145,-0.5955753438842782
1014,260,-0.32440260927898595,0.15755206758786322,1.4944943601685732,0.6829022819585392,1.4315397606769484,2,0,"0,56",11,71.8,367.0,6.18,"0,538461538",12,1.784,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.7132534989418872,-0.1528327565044119,0.7132534989418872,-0.1528327565044119,0.7132534989418872,-0.1528327565044119,0.7132534989418872,-0.1528327565044119,0.7132534989418872,-0.1528327565044119,0.7132534989418872,-0.1528327565044119,1.0272479564032697,267.08446866485014,-0.3332419174337267,0.16184503945674233,1.535216277339379,0.7015099735650389
734,250,-1.1702727745262977,-0.030926250998709194,-0.2186303139222569,-0.5514899085103879,0.5445216054528571,2,0,"0,93",6,71.9,383.0,5.8,"0,615384615",13,1.739,1,0,0,0,1,0,1,0,1,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.69167856575566,0.005658688794471101,-0.69167856575566,0.005658688794471101,-0.69167856575566,0.005658688794471101,-0.69167856575566,0.005658688794471101,-0.69167856575566,0.005658688794471101,-0.69167856575566,0.005658688794471101,0.9843342036553525,246.08355091383814,-1.1519395195728832,-0.030441766648859964,-0.21520529594958449,-0.5428503799175359
589,250,-1.4119499645969582,-0.2194045695852816,0.9234528021382965,-1.0364296976231808,-1.2295147049953257,2,0,1,6,70.8,374.0,8.5,"0,384615385",13,1.751,1,0,1,0,1,0,1,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,0,0,0,0,1,0.06482331523532692,0.19056537497650594,0.06482331523532692,0.19056537497650594,0.06482331523532692,0.19056537497650594,0.06482331523532692,0.19056537497650594,0.06482331523532692,0.19056537497650594,0.06482331523532692,0.19056537497650594,1.0080213903743316,252.00534759358288,-1.4232757664520141,-0.22116449928783732,0.9308601775565182,-1.0447433048233667
165,260,0.038113175827004867,-0.7848395253449988,-0.9038801835585889,-1.7417966636054247,-0.34249654977123434,2,0,"0,87","12,5",72.55,401.0,5.725,"0,285714286",13,1.774,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,0.49711010437303377,2.066047477679997,0.49711010437303377,2.066047477679997,0.49711010437303377,2.066047477679997,0.49711010437303377,2.066047477679997,0.49711010437303377,2.066047477679997,0.49711010437303377,2.066047477679997,0.940149625935162,244.43890274314214,0.03583208799695969,-0.7378665861722308,-0.849782616462813,-1.6375494817437533
736,250,-1.291111369561628,-0.030926250998709194,-0.2757344697252846,0.19796249284574638,0.5445216054528571,2,0,"0,87",6,71.8,365.0,7.58,"0,615384615",13,1.748,1,0,1,0,1,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,-0.043248382049099796,-0.7339680559336635,1.0328767123287672,258.2191780821918,-1.3335588666431064,-0.031943004456201005,-0.28479971256556796,0.2044708487749216
778,250,-1.291111369561628,1.005704501227439,-0.4470469371343676,0.8151585880802099,0.5445216054528571,2,0,"0,64",6,71.1,381.0,7.72,"0,384615385",13,1.73,1,0,1,0,1,0,1,0,1,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.5836068684712333,-0.10000227473811756,-0.5836068684712333,-0.10000227473811756,-0.5836068684712333,-0.10000227473811756,-0.5836068684712333,-0.10000227473811756,-0.5836068684712333,-0.10000227473811756,-0.5836068684712333,-0.10000227473811756,0.989501312335958,247.3753280839895,-1.277556394553107,0.995145923786731,-0.4423535309702272,0.8066004926672943
166,260,-1.291111369561628,1.9480960941603012,-1.9888591438161147,-0.11063555477148541,0.10101252784081136,2,0,"0,91",12,73.4,428.0,4.29,0,13,1.654,1,0,1,0,1,1,0,0,1,0,1,0,0,0,5,0,0,0,0,0,1,0,0,0,1,0.0,0.0,0,1,0,0,0,0,1,0,0.0,1,0,0,0,3,1.145540288079591,0.2698110976259521,1.145540288079591,0.2698110976259521,1.145540288079591,0.2698110976259521,1.145540288079591,0.2698110976259521,1.145540288079591,0.2698110976259521,1.145540288079591,0.2698110976259521,0.8808411214953271,229.01869158878506,-1.1372639867400323,1.715963148360826,-1.7518689187352225,-0.09745234614217291
590,250,-1.0494341794909676,0.06331290829457702,-1.075192650967672,-0.5074044731364977,-1.2295147049953257,2,0,"1,57",6,70.8,370.0,7.44,"0,307692308",13,1.734,1,0,0,0,1,0,1,1,0,0,1,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1,0,0,0,0,0,0,0.0,1,0,0,0,1,0.5511459530152472,-0.12641751562126471,0.5511459530152472,-0.12641751562126471,0.5511459530152472,-0.12641751562126471,0.5511459530152472,-0.12641751562126471,0.5511459530152472,-0.12641751562126471,0.5511459530152472,-0.12641751562126471,1.018918918918919,254.72972972972974,-1.0692883396434996,0.06451072007312307,-1.095534133553547,-0.5170040172228639
167,260,-0.5660797993496465,-0.5021220474651402,-0.10442200231620156,0.6829022819585392,0.10101252784081136,2,0,"1,95","9,5",69.1,364.0,6.295,"0,583333333",13,1.823,1,0,1,1,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-0.6376427171134467,-1.632086245960686,-0.6376427171134467,-1.632086245960686,-0.6376427171134467,-1.632086245960686,-0.6376427171134467,-1.632086245960686,-0.6376427171134467,-1.632086245960686,-0.6376427171134467,-1.632086245960686,1.0357142857142858,269.28571428571433,-0.5862969350407053,-0.5200549777317525,-0.1081513595417802,0.7072916491713442
735,230,-1.1702727745262977,0.06331290829457702,-0.16152615811922924,-0.6396607792581684,0.5445216054528571,2,0,"0,86",6,71.8,374.0,6.55,"0,538461538",13,1.705,1,0,1,0,1,0,1,0,1,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,0,0,0,0,2,-0.9078219603245135,-1.632086245960686,-0.9078219603245135,-1.632086245960686,-0.9078219603245135,-1.632086245960686,-0.9078219603245135,-1.632086245960686,-0.9078219603245135,-1.632086245960686,-0.9078219603245135,-1.632086245960686,1.0080213903743316,231.84491978609626,-1.1796599892952253,0.06382076584774207,-0.1628218224891696,-0.6447917480757474
1015,250,0.038113175827004867,1.5711394569871562,-0.16152615811922924,0.6388168465846489,1.4315397606769484,2,0,"0,58",9,71.4,376.0,5.71,"0,615384615",12,1.735,1,0,1,0,1,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,0,1,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,2,0.7132534989418872,-0.10000227473811756,0.7132534989418872,-0.10000227473811756,0.7132534989418872,-0.10000227473811756,0.7132534989418872,-0.10000227473811756,0.7132534989418872,-0.10000227473811756,0.7132534989418872,-0.10000227473811756,1.002659574468085,250.66489361702128,0.03821454065633201,1.5753180193727603,-0.16195574896529102,0.640515827559608
737,250,-1.1702727745262977,1.005704501227439,-1.0180884951646443,0.7710731527063197,0.5445216054528571,2,0,"0,7",6,71.7,378.0,7.25,"0,307692308",13,1.741,1,0,1,0,1,0,1,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,0.0,1,0,0,0,2,0.7132534989418872,-1.0509509465314342,0.7132534989418872,-1.0509509465314342,0.7132534989418872,-1.0509509465314342,0.7132534989418872,-1.0509509465314342,0.7132534989418872,-1.0509509465314342,0.7132534989418872,-1.0509509465314342,0.9973544973544973,249.33862433862433,-1.1671768148053288,1.003043907308848,-1.0153951393573304,0.7690332766409591
168,260,2.0923692914276195,0.15755206758786322,-1.075192650967672,0.5947314112107587,0.3227670666468342,2,0,"1,415","35,5",68.45,344.5,8.265,"0,083333333",12,1.777,0,0,0,0,0,0,0,1,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1.0,0.0,1,1,1,0,0,0,0,1,0.0,1,0,0,0,1,0.2809667098041803,-0.04717179297182323,0.2809667098041803,-0.04717179297182323,0.2809667098041803,-0.04717179297182323,0.2809667098041803,-0.04717179297182323,0.2809667098041803,-0.04717179297182323,0.2809667098041803,-0.04717179297182323,1.0943396226415094,284.52830188679246,2.2897626208075836,0.17241547019049183,-1.1766259199268863,0.650838148117434
881,250,-0.8077569894203069,1.7596177755737288,-2.10306745542217,1.873209037053576,0.5445216054528571,2,1,"0,64",7,71.1,392.0,3.67,"0,307692308",13,1.724,1,0,0,0,1,1,0,0,1,1,0,0,0,1,5,1,0,0,1,0,0,0,0,1,1,1.0,0.0,0,1,1,0,0,0,0,1,0.0,0,1,0,0,5,0.49711010437303377,1.7490645870822215,0.49711010437303377,1.7490645870822215,0.49711010437303377,1.7490645870822215,0.49711010437303377,1.7490645870822215,0.49711010437303377,1.7490645870822215,0.49711010437303377,1.7490645870822215,0.9617346938775511,240.43367346938777,-0.7768479209475911,1.6922854627328974,-2.022592935444281,1.8015301198193832
1109,240,-0.6869183943849767,-0.2194045695852816,-1.1322968067706995,-0.8160025207537295,0.5445216054528571,2,0,"0,68",8,71.1,377.0,6.56,"0,538461538",14,1.696,1,0,0,0,1,1,0,0,0,1,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,1,0,0,0,0,1,0.0,0,0,0,0,3,-0.2593917766179532,-0.41698516533588825,-0.2593917766179532,-0.41698516533588825,-0.2593917766179532,-0.41698516533588825,-0.2593917766179532,-0.41698516533588825,-0.2593917766179532,-0.41698516533588825,-0.2593917766179532,-0.41698516533588825,1.0,240.0,-0.6869183943849767,-0.2194045695852816,-1.1322968067706995,-0.8160025207537295
631,260,1.6090149112862984,-0.3136437288785678,2.579473320426099,-2.138565581970437,0.5445216054528571,1,0,"1,335","13,5",65.9,339.0,6.405,"0,666666667",12,1.821,0,1,0,1,0,1,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0,1,0,1,0,0,0,1,0.0,0,0,0,0,1,1.469755379932871,0.6924549517563161,1.469755379932871,0.6924549517563161,1.469755379932871,0.6924549517563161,1.469755379932871,0.6924549517563161,1.469755379932871,0.6924549517563161,1.469755379932871,0.6924549517563161,1.112094395280236,289.14454277286137,1.7893764647638186,-0.34880143300064914,2.8686178224207652,-2.3782867976485393
779,250,-0.8077569894203069,-0.2194045695852816,-1.8175466764070316,0.7269877173324294,-0.34249654977123434,1,0,"0,89",7,69.8,386.0,7.96,"0,076923077",13,1.71,1,0,1,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,3,-1.448180446746647,-1.2094423918303219,-1.448180446746647,-1.2094423918303219,-1.448180446746647,-1.2094423918303219,-1.448180446746647,-1.2094423918303219,-1.448180446746647,-1.2094423918303219,-1.448180446746647,-1.2094423918303219,0.9766839378238342,244.17098445595855,-0.7889232772317506,-0.21428891899909627,-1.7751686450918418,0.7100372265137976
170,280,0.40062896093299566,-1.0675570032248574,-0.2757344697252846,-1.9622238404748762,-0.34249654977123434,2,1,"1,085","16,5",71.75,385.5,5.195,"0,416666667",14,1.7505,1,0,1,0,1,1,0,0,0,1,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,-0.36746347390237993,0.005658688794471101,-0.36746347390237993,0.005658688794471101,-0.36746347390237993,0.005658688794471101,-0.36746347390237993,0.005658688794471101,-0.36746347390237993,0.005658688794471101,-0.36746347390237993,0.005658688794471101,0.9779507133592736,273.8261997405966,0.39179537813680765,-1.0440181328554377,-0.2696547213655831,-1.9189582045629787
594,270,-0.4452412043143162,-0.9733178439315713,-1.1322968067706995,0.19796249284574638,-0.34249654977123434,1,0,"1,14",8,72.9,393.0,6.13,"0,076923077",13,1.681,1,0,1,0,1,1,0,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0.0,0.0,1,1,0,0,0,0,0,1,0.0,0,0,0,0,4,-0.52957101982902,-0.20566323827071092,-0.52957101982902,-0.20566323827071092,-0.52957101982902,-0.20566323827071092,-0.52957101982902,-0.20566323827071092,-0.52957101982902,-0.20566323827071092,-0.52957101982902,-0.20566323827071092,0.9592875318066157,259.00763358778624,-0.4271143359452855,-0.9336916721684538,-1.086198209039577,0.18990295115228087
502,250,-0.20356401424365567,-0.7848395253449988,-0.5612552487404229,0.4624751050890879,0.5445216054528571,1,0,"1,47",7,67.3,355.0,9.24,"0,538461538",13,1.764,0,1,0,0,1,1,0,1,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,3,-0.09728423069131314,0.11131965232706445,-0.09728423069131314,0.11131965232706445,-0.09728423069131314,0.11131965232706445,-0.09728423069131314,0.11131965232706445,-0.09728423069131314,0.11131965232706445,-0.09728423069131314,0.11131965232706445,1.0619718309859154,265.49295774647885,-0.21617924892917798,-0.8334774677607452,-0.5960372641553223,0.49113553413686234
171,290,0.521467555968326,-1.0675570032248574,-1.0180884951646443,0.10979162209796586,-0.34249654977123434,2,1,"1,215","16,5",73.9,402.0,5.145,"0,583333333",14,1.717,1,0,1,0,1,1,0,0,1,1,0,0,0,1,5,0,0,0,1,0,0,0,0,1,0,0.0,1.0,0,1,1,0,0,0,0,1,0.0,0,0,0,0,5,-1.0158936576089401,-0.10000227473811756,-1.0158936576089401,-0.10000227473811756,-1.0158936576089401,-0.10000227473811756,-1.0158936576089401,-0.10000227473811756,-1.0158936576089401,-0.10000227473811756,-1.0158936576089401,-0.10000227473811756,0.9378109452736318,271.9651741293532,0.48903798159218625,-1.0011666423277892,-0.9547745340225644,0.10296378490281874
775,250,0.15895177086233514,-0.6906003660517126,0.12399462089590912,2.53449056766193,-2.1165328602194173,1,0,"1,52",7,69.2,338.0,8.84,"0,461538462",13,1.769,0,1,1,0,1,1,0,1,0,1,0,1,0,0,5,0,0,0,0,0,1,0,0,0,0,1.0,0.0,1,1,1,0,0,0,1,0,0.0,0,0,0,0,3,-0.2593917766179532,0.4283025429248351,-0.2593917766179532,0.4283025429248351,-0.2593917766179532,0.4283025429248351,-0.2593917766179532,0.4283025429248351,-0.2593917766179532,0.4283025429248351,-0.2593917766179532,0.4283025429248351,1.1153846153846154,278.84615384615387,0.1772923598079892,-0.7702850236730641,0.1383016925377448,2.826931787007537
